Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
QD,Qudian Inc.,21.2,6997072084,n/a,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/qd
DGX,Quest Diagnostics Incorporated,93.04,12681300084,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx
QHC,Quorum Health Corporation,4.6,139365721.6,n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc
QUOT,Quotient Technology Inc.,12.05,1118051972,n/a,2014,Consumer Services,Advertising,http://www.nasdaq.com/symbol/quot
CTAA,Qwest Corporation,25.05,0,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,24.02,0,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,24.01,0,n/a,2017,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctdd
CTU,Qwest Corporation,24.3,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu
CTV,Qwest Corporation,24.46,0,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctv
CTW,Qwest Corporation,25.45,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw
CTX,Qwest Corporation,24.21,3033987807,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
CTY,Qwest Corporation,23.24,0,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,23.8,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,7.94,556594000,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RDN,Radian Group Inc.,20.87,4498846747,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn
RAS,RAIT Financial Trust,0.392,36474275.43,n/a,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ras
RAS^A,RAIT Financial Trust,12.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^a
RAS^B,RAIT Financial Trust,13.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^b
RAS^C,RAIT Financial Trust,14.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^c
RFT,RAIT Financial Trust,17.98,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rft
RFTA,RAIT Financial Trust,22.02,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rfta
RL,Ralph Lauren Corporation,89.11,7242508726,n/a,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl
RPT,Ramco-Gershenson Properties Trust,14.21,1127790903,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpt
RPT^D,Ramco-Gershenson Properties Trust,56.5736,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpt^d
RRC,Range Resources Corporation,18.03,4473952066,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc
RNGR,"Ranger Energy Services, Inc.",9.32,142403374.2,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rngr
RJF,"Raymond James Financial, Inc.",83.78,12080037966,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,16.73,724018789.5,n/a,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ryam
RYAM^A,Rayonier Advanced Materials Inc.,121.43,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ryam^a
RYN,Rayonier Inc.,31.32,4038140030,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,182.85,52859557950,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn
RMAX,"RE/MAX Holdings, Inc.",51.25,906970840,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/rmax
RLGY,Realogy Holdings Corp.,26.5,3567338999,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,56.48,15915240183,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o
RHT,"Red Hat, Inc.",125.95,22286497699,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,8.55,202003249.1,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rlh
RWT,"Redwood Trust, Inc.",14.84,1144383484,n/a,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,75.9,3362673828,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc
RGC,Regal Entertainment Group,16.17,2538944726,n/a,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc
REG,Regency Centers Corporation,67.4,11465445274,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg
RM,Regional Management Corp.,23.37,272654611.7,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,15.8,18327549589,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,29.23,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^b
RGS,Regis Corporation,15.68,730409789.8,n/a,1991,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",150.37,9684438653,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",28.03,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",28.43,0,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,74.36,5421981262,n/a,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs
RENX,RELX N.V.,22.63,45581370237,n/a,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx
RELX,RELX PLC,23.34,47052031431,n/a,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,136.24,5453566764,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,25.53,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,25.58,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^e
SOL,Renesola Ltd.,3.15,64009792.35,n/a,2008,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,9.78,668325992,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/renn
RSG,"Republic Services, Inc.",62.44,20868978904,n/a,1998,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,84.63,12009327734,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd
REN           ,Resolute Energy Corporation,27.67,622683106.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ren
RFP,Resolute Forest Products Inc.,9.15,822222641.7,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/rfp
RSO,Resource Capital Corp.,9.6,301285344,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rso
RSO^A,Resource Capital Corp.,25.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a
RSO^B,Resource Capital Corp.,24.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^b
RSO^C,Resource Capital Corp.,25.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^c
QSR,Restaurant Brands International Inc.,64.93,15404671264,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",13.07,2968197640,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai
RPAI^A.CL,"Retail Properties of America, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai^a.cl
REVG,"REV Group, Inc.",25.11,1603778085,n/a,2017,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",21.5,1131231358,n/a,1996,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,86.33,566909167.8,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",30.19,2351766523,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",25.37,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",24.975,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^b
RXN,Rexnord Corporation,23.93,2486928169,n/a,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,54.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxn^a
RH,RH,102.26,2163023052,n/a,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/rh
RMP,Rice Midstream Partners LP,20.63,2110513118,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp
RIC,"Richmont Mines, Inc.",8.85,565234021.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
RNG,"Ringcentral, Inc.",48,3712905888,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,47.59,84870785554,n/a,2002,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,25.29,2710600561,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,1.59,1691696379,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad
RMPL^,RiverNorth Marketplace Lending Corporation,25.2501,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmpl^
RIV,"RiverNorth Opportunities Fund, Inc.",19.58,73525934.9,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",18.2,200450923.4,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,59.14,2605698405,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,20.96,3666124583,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,27.54,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlj^a
RRTS,"Roadrunner Transportation Systems, Inc",7.81,299440140.7,n/a,2010,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,54.9,6881703746,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",194.36,24975826559,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok
COL,"Rockwell Collins, Inc.",132.27,21547395013,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col
RCI,"Rogers Communication, Inc.",53.65,21588944180,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,158.4,2889838829,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",45.01,9811061682,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",256.34,26239522247,n/a,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,11.04,246184283,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,13.87,1751130483,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,79.03,1.14822E+11,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,28.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),7.35,43961230229,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs
RBS^S,Royal Bank Scotland plc (The),25.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^s
RCL,Royal Caribbean Cruises Ltd.,124.4,26632665380,n/a,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",10.26,106862229.7,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",9.24,354900934.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",15.63,1298984714,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",23.3,5046449326,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,51.87,6926498626,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm
RSPP,"RSP Permian, Inc.",36.11,5727020037,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp
RT,"Ruby Tuesday, Inc.",2.4,146847794.4,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rt
RTEC,"Rudolph Technologies, Inc.",25.9,818101176.2,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
RYB,"RYB Education, Inc.",26.16,749845034.2,n/a,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",76.35,4042558040,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,8.5,316272938.5,n/a,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",67.34,3447555542,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,160.59,40950450000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,42.35,617435260.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",3.26,330977068.1,n/a,2008,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sb
SB^B,"Safe Bulkers, Inc",25.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b
SB^C,"Safe Bulkers, Inc",22.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",22.7711,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",12.7,259237454.6,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
SAFE,"Safety, Income and Growth, Inc.",18.2,331058000,n/a,2017,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",13,1165227986,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,107.58,77317746000,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,9.81,173857224.7,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",15.44,1983036122,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,7.88,367277312.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,4.99,419804688,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn
SD,"SandRidge Energy, Inc.",16.57,590984079,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.15,32200000,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.19,59172750,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,2.65,139125000,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/per
SNY,Sanofi,44.54,1.1252E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,16.32,5874329426,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc
SOV^C,"Santander Holdings USA, Inc.",25.4959,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c
SAP,SAP SE,113.75,1.36343E+11,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,26.0997,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/sab
SAR,Saratoga Investment Corp,21.54,129322584.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,30.49,19948855665,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",62.34,1365246000,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",25.32,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
SCG,Scana Corporation,43.45,6196676236,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,61.96,85830814312,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",23.99,4243339469,n/a,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",42.81,1315190240,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,68.97,2982300182,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,7.5,565945080,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,25.3217,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,25.38,0,n/a,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,24.2,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,3.4,955725567,n/a,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),97.78,5711453394,n/a,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg
KMM,Scudder Multi-Market Income Trust,8.84,197956436.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,11.92,470321789.9,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,12.3699,53911784.65,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,12.05,134951986.8,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/ksm
SE,Sea Limited,15,4905587625,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",11.2,643631721.6,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",49.01,875286008.4,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,12.63,223189226.3,n/a,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,0.3128,157790170.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,3.87,355349592,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,45.72,10515440803,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,5.9,730256711.6,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,23.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,24.4208,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,24.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,23.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^h
SSWA,Seaspan Corporation,24.33,0,n/a,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswa
SSWN,Seaspan Corporation,25.41,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",11.82,1068958863,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,12.18,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,12.26,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",15.16,1610980841,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,17.05,2281708731,n/a,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",25.42,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,22.5,1770408698,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,7.11,6632098371,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,119.51,30030161237,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
SEND,"SendGrid, Inc.",18.61,759132811.2,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/send
ST,Sensata Technologies Holding N.V.,47.81,8189681697,n/a,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,75.49,3281994634,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,1.84,146909865.1,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,41.08,2301908680,n/a,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,35.72,6696434830,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",46.44,6270726187,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",127.54,22026158000,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",37.33,1371150797,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,22.18,10542838430,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",25.49,4786572586,n/a,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),386.98,36188015214,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,44.24,20978589729,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,15,1522568625,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,104.89,9043392070,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",40.25,1395666617,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,5.33,58942567.19,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,76.58,4630082014,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SSNI,"Silver Spring Networks, Inc.",16.17,875478048.1,n/a,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SBOW,"SilverBow Resorces, Inc.",22.66,261756264.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",161.95,50343839675,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",73.6296,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",58,2744195006,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",58.01,6265080000,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SITE,"SiteOne Landscape Supply, Inc.",71.2,2831473768,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site
